date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:35:46	21728/21728	---M--	200	added ('OK')	image/jpeg	etag:%2254e0-64369a60-e9d0aad93f192ab1;;;%22	https://htmlbeans.com/html/scavvios/images/img06.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img06.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:46	15715/15715	---M--	200	added ('OK')	image/jpeg	etag:%223d63-64369a60-d675d5089b5f6d6a;;;%22	https://htmlbeans.com/html/scavvios/images/img05.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img05.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:47	30543/30543	---M--	200	added ('OK')	image/jpeg	etag:%22774f-64369a60-4738bd3cbc0987e5;;;%22	https://htmlbeans.com/html/scavvios/images/img08.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img08.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:47	30699/30699	---M--	200	added ('OK')	image/jpeg	etag:%2277eb-64369a60-1a493018fc9ee906;;;%22	https://htmlbeans.com/html/scavvios/images/img07.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img07.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:48	91981/91981	---M--	200	added ('OK')	image/jpeg	etag:%221674d-64369a60-15580aa855ccff1a;;;%22	https://htmlbeans.com/html/scavvios/images/img04.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img04.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:48	27721/27721	---M--	200	added ('OK')	image/jpeg	etag:%226c49-64369a60-5896881d7c1040bf;;;%22	https://htmlbeans.com/html/scavvios/images/img09.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img09.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:48	941/941	---M-Z	200	added ('OK')	image/svg+xml	etag:%223ad-64369a60-c22b93814e29718d;gz%22	https://htmlbeans.com/html/scavvios/images/ico05.svg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/ico05.svg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:49	1095/1095	---M-Z	200	added ('OK')	image/svg+xml	etag:%22447-64369a60-f331863686a4c61b;gz%22	https://htmlbeans.com/html/scavvios/images/ico06.svg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/ico06.svg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:49	2446/2446	---M-Z	200	added ('OK')	image/svg+xml	etag:%2298e-64369a60-74843bc184bbcea7;gz%22	https://htmlbeans.com/html/scavvios/images/ico07.svg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/ico07.svg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:49	3605/3605	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e15-64369a60-405712e4f5685e8;gz%22	https://htmlbeans.com/html/scavvios/images/ico08.svg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/ico08.svg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:49	4923/4923	---M--	200	added ('OK')	image/png	etag:%22133b-64369a60-5816387239968c5d;;;%22	https://htmlbeans.com/html/scavvios/images/logo-helsinki.png	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/logo-helsinki.png	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:50	5110/5110	---M--	200	added ('OK')	image/png	etag:%2213f6-64369a60-961410f2f92d9248;;;%22	https://htmlbeans.com/html/scavvios/images/logo-helsinki2.png	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/logo-helsinki2.png	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:50	4631/4631	---M--	200	added ('OK')	image/png	etag:%221217-64369a60-29457534548df5b7;;;%22	https://htmlbeans.com/html/scavvios/images/logo-norway.png	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/logo-norway.png	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:50	4918/4918	---M--	200	added ('OK')	image/png	etag:%221336-64369a60-1a79ba8a9ac27332;;;%22	https://htmlbeans.com/html/scavvios/images/logo-erikson.png	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/logo-erikson.png	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:50	3770/3770	---M--	200	added ('OK')	image/jpeg	etag:%22eba-64369a60-527cda8131be1727;;;%22	https://htmlbeans.com/html/scavvios/images/img10.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img10.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:51	90454/90454	---M--	200	added ('OK')	image/jpeg	etag:%2216156-64369a60-72102526be636893;;;%22	https://htmlbeans.com/html/scavvios/images/img11.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img11.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:51	26587/26587	---M--	200	added ('OK')	image/jpeg	etag:%2267db-64369a60-1ceb6648fefa7845;;;%22	https://htmlbeans.com/html/scavvios/images/img12.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img12.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:51	34556/34556	---M--	200	added ('OK')	image/jpeg	etag:%2286fc-64369a60-7e2f11175e5663f6;;;%22	https://htmlbeans.com/html/scavvios/images/img14.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img14.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:52	18301/18301	---M--	200	added ('OK')	image/jpeg	etag:%22477d-64369a60-2a8e670f9500675b;;;%22	https://htmlbeans.com/html/scavvios/images/img13.jpg	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/images/img13.jpg	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:52	88147/88147	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215853-64369a60-3a976ab4eca4f29b;gz%22	https://htmlbeans.com/html/scavvios/js/jquery-3.4.1.min.js	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/js/jquery-3.4.1.min.js	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:52	21238/21238	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252f6-64369a60-50832e7f8fd22667;gz%22	https://htmlbeans.com/html/scavvios/js/popper.min.js	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/js/popper.min.js	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:53	63246/63246	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f70e-64369a60-a1966ea24ca6758d;gz%22	https://htmlbeans.com/html/scavvios/js/bootstrap.min.js	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/js/bootstrap.min.js	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:54	141414/141414	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222866-64369a60-c941d23cc96793c9;gz%22	https://htmlbeans.com/html/scavvios/js/jqueryCustom.js	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/js/jqueryCustom.js	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:54	11448/11448	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2019%20May%202023%2004:05:53%20GMT	https://kit.fontawesome.com/391f644c42.js	D:/templates/prrallax%20portfolio/kit.fontawesome.com/391f644c42.js	(from https://htmlbeans.com/html/scavvios/?storefront=envato-elements)
09:35:54	2040/2040	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%227f8-64369a60-f70ed04675798549;gz%22	https://htmlbeans.com/html/scavvios/fonts/icomoon.ttf?h7kkm8	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/fonts/icomoon5b10.ttf	(from https://htmlbeans.com/html/scavvios/style.css)
09:35:54	2116/2116	---M--	200	added ('OK')	application/font-woff	etag:%22844-64369a60-cf234b0cf03a742e;;;%22	https://htmlbeans.com/html/scavvios/fonts/icomoon.woff?h7kkm8	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/fonts/icomoon5b10.woff	(from https://htmlbeans.com/html/scavvios/style.css)
09:35:55	4535/4535	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211b7-64369a60-17eeb44a27e53e95;gz%22	https://htmlbeans.com/html/scavvios/fonts/icomoon.svg?h7kkm8	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/fonts/icomoon5b10.svg	(from https://htmlbeans.com/html/scavvios/style.css)
09:35:55	26495/26495	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20May%202023%2004:05:55%20GMT	https://htmlbeans.com/html/scavvios/popper.js	D:/templates/prrallax%20portfolio/htmlbeans.com/html/scavvios/popper.js	(from https://htmlbeans.com/html/scavvios/js/bootstrap.min.js)
